Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship,Job_Role
,,,,,6.28,Civil Engineering,1,,Google Analytics,,,,,,,,,,Site Supervisor
,,,,,9.34,Interior Design,1,,,,,,,,,,,,UI/UX Designer
,,,,,8.44,Retail Management,2,,,,,,,,,,,,Retail Store Manager
,,,,,9.02,Agriculture,1,,Scrum Master,,,,,,,,,,Clinical Research Associate
,,,,,9.8,Game Design,2,,Scrum Master,,,,,,,,,,UI/UX Designer
,,,,,6.84,Corporate Secretaryship,0,,PMP,,,,,,,,,,Tax Consultant
,,,,,7.69,AI & Machine Learning,1,,AWS,,,,,,,,,,Data Scientist
,,,,,9.63,Fashion Design,0,,Google Analytics,,,,,,,,,,Clinical Research Associate
,,,,,7.1,Healthcare Management (Advanced),2,,Scrum Master,,,,,,,,,,Portfolio Manager
,,,,,9.7,Electrical & Electronics Engineering,2,,Photoshop,,,,,,,,,,VLSI Design Engineer
,,,,,9.26,Psychology (M.Sc),1,,PMP,,,,,,,,,,Senior Researcher
,,,,,9.04,Hospitality Management,2,,CPA,,,,,,,,,,Hotel Manager
,,,,,7.62,Operations Management,0,,CPA,,,,,,,,,,Marketing Executive
,,,,,6.44,Travel & Tourism,2,,Python,,,,,,,,,,Relationship Manager
,,,,,6.1,Mining Engineering,2,,AWS,,,,,,,,,,Site Supervisor
,,,,,8.07,Civil Engineering,0,,Python,,,,,,,,,,Structural Engineer
,,,,,8.24,Forensic Science,0,,Java,,,,,,,,,,Lab Technician
,,,,,8.34,Power Systems,2,,AutoCAD,,,,,,,,,,Senior Data Scientist
,,,,,8.73,Environmental Engineering,1,,,,,,,,,,,,Robotics Engineer
,,,,,7.42,Machine Learning,0,,C++,,,,,,,,,,VLSI Architect
,,,,,7.67,Hospitality & Tourism (Advanced),0,,Photoshop,,,,,,,,,,Hospital Administrator
,,,,,6.64,Data Science,0,,,,,,,,,,,,Data Analyst
,,,,,8.25,Marine Engineering,0,,AWS,,,,,,,,,,Biomedical Engineer
,,,,,6.17,Philosophy,0,,C++,,,,,,,,,,Social Worker
,,,,,9.43,Data Science,1,,AWS,,,,,,,,,,AI Engineer
,,,,,8.22,Taxation,1,,PMP,,,,,,,,,,Financial Auditor
,,,,,9.36,Agriculture Engineering,1,,Photoshop,,,,,,,,,,Robotics Engineer
S204,21.0,Female,3.5,1320.0,8.25,Engineering,2,5.0,2,7.0,6.0,2.0,72000.0,7.0,4.0,Mid,7.0,No,
S078,23.0,Female,3.8,1520.0,9.5,Business,3,8.0,3,9.0,8.0,4.0,108000.0,9.0,2.0,Mid,6.0,No,
,,,,,8.03,Sociology,2,,React,,,,,,,,,,Psychologist
,,,,,9.15,Interior Design,0,,Python,,,,,,,,,,UI/UX Designer
,,,,,8.36,Computer Science Engineering,2,,CFA,,,,,,,,,,full Stack Developer
S043,23.0,Male,3.2,1190.0,7.0,Arts,0,2.0,0,5.0,4.0,0.0,31000.0,5.0,5.0,Entry,7.0,No,
,,,,,8.58,Mechanical Design,0,,AWS,,,,,,,,,,R&D Engineer
,,,,,6.77,Journalism & Mass Communication,1,,Scrum Master,,,,,,,,,,Art Director
,,,,,7.72,Information Technology,2,,Python,,,,,,,,,,Lab Technician
,,,,,9.54,Forensic Science (M.Sc),2,,Photoshop,,,,,,,,,,Senior Researcher
,,,,,9.13,IT Management,0,,Google Analytics,,,,,,,,,,Investment Banker
,,,,,8.74,Forensic Science,1,,Six Sigma,,,,,,,,,,Software Developer
,,,,,8.35,Power Systems,0,,Photoshop,,,,,,,,,,Senior Data Scientist
,,,,,7.62,Political Science,1,,Six Sigma,,,,,,,,,,Psychologist
,,,,,9.2,Hospitality & Tourism (Advanced),2,,Scrum Master,,,,,,,,,,Supply Chain Manager
S065,25.0,Male,3.2,1160.0,7.0,Arts,0,2.0,0,5.0,4.0,0.0,31000.0,5.0,5.0,Entry,7.0,No,
,,,,,7.35,Microbiology,0,,AWS,,,,,,,,,,Dietician
,,,,,7.25,Entrepreneurship,0,,Java,,,,,,,,,,HR Generalist
,,,,,9.26,Structural Engineering,1,,Java,,,,,,,,,,R&D Engineer
,,,,,7.67,Entrepreneurship,0,,Six Sigma,,,,,,,,,,Marketing Executive
,,,,,8.29,Economics,2,,PMP,,,,,,,,,,Financial Auditor
,,,,,7.94,Logistics & Supply Chain (Advanced),0,,C++,,,,,,,,,,Hospital Administrator
,,,,,9.05,International Business,1,,CPA,,,,,,,,,,Chartered Accountant
,,,,,8.73,Geography,1,,Photoshop,,,,,,,,,,Content Writer
,,,,,7.32,Mechatronics Engineering,2,,Six Sigma,,,,,,,,,,Automotive Design Engineer
,,,,,9.18,Fashion Design,0,,Google Analytics,,,,,,,,,,Clinical Research Associate
,,,,,9.85,Biomedical Engineering,0,,CPA,,,,,,,,,,Robotics Engineer
,,,,,7.45,Food Science & Nutrition,1,,Six Sigma,,,,,,,,,,Clinical Psychologist
,,,,,8.3,International Business,0,,PMP,,,,,,,,,,Financial Auditor
,,,,,8.86,AI & Data Science,2,,,,,,,,,,,,AI Engineer
S379,21.0,Male,3.6,1360.0,8.5,Psychology,2,5.0,2,8.0,7.0,2.0,80000.0,7.0,3.0,Mid,6.0,No,
,,,,,6.1,Nursing,2,,CPA,,,,,,,,,,Registered Nurse
,,,,,7.15,Sanskrit,2,,AutoCAD,,,,,,,,,,Policy Analyst
,,,,,6.67,Transportation Engineering,2,,AWS,,,,,,,,,,VLSI Architect
,,,,,8.37,Electrical & Electronics Engineering,0,,Python,,,,,,,,,,Embedded Systems Engineer
,,,,,7.84,Interior Design,2,,CPA,,,,,,,,,,Product Designer
,,,,,8.92,Physics,2,,Java,,,,,,,,,,Software Developer
,,,,,9.5,Political Science,0,,Python,,,,,,,,,,Content Writer
,,,,,7.92,Biotechnology (Masters),1,,AWS,,,,,,,,,,Senior Data Scientist
,,,,,8.04,Transportation Engineering,0,,Scrum Master,,,,,,,,,,Senior Data Scientist
,,,,,9.1,Psychology,2,,,,,,,,,,,,Content Writer
,,,,,7.54,Computer Science Engineering,1,,CFA,,,,,,,,,,Full Stack Developer
,,,,,8.83,Civil Engineering,2,,AWS,,,,,,,,,,Project Manager
,,,,,7.96,Cybersecurity (Masters),2,,Java,,,,,,,,,,Senior Data Scientist
,,,,,6.57,Sociology,0,,AWS,,,,,,,,,,Policy Analyst
,,,,,6.26,Psychology,1,,AWS,,,,,,,,,,Registered Nurse
,,,,,7.81,Operations Management (Advanced),0,,Java,,,,,,,,,,Product Manager
,,,,,9.93,Manufacturing Engineering,2,,Python,,,,,,,,,,R&D Engineer
,,,,,9.48,Finance (Advanced),0,,AutoCAD,,,,,,,,,,Investment Banker
,,,,,8.17,Manufacturing Engineering,0,,Six Sigma,,,,,,,,,,Senior Data Scientist
,,,,,9.02,Product Design,1,,,,,,,,,,,,UI/UX Designer
,,,,,9.03,Data Science (Masters),2,,,,,,,,,,,,R&D Engineer
,,,,,8.54,Computer Applications,1,,,,,,,,,,,,Chartered Accountant
,,,,,7.65,Human Resource Management,0,,PMP,,,,,,,,,,Marketing Executive
,,,,,6.38,Finance (Advanced),2,,AutoCAD,,,,,,,,,,Business Development Manager
,,,,,9.35,Computer Science Engineering,1,,CFA,,,,,,,,,,AI Engineer
,,,,,7.29,Transportation Engineering,0,,Python,,,,,,,,,,VLSI Architect
,,,,,8.57,Education,1,,AutoCAD,,,,,,,,,,Content Writer
,,,,,6.15,Information Technology (M.Sc),0,,Photoshop,,,,,,,,,,Statistician
,,,,,8.54,Textile Design,2,,Six Sigma,,,,,,,,,,UI/UX Designer
,,,,,8.13,Healthcare Management,2,,Python,,,,,,,,,,Retail Store Manager
,,,,,9.95,Entrepreneurship (Advanced),0,,Google Analytics,,,,,,,,,,Investment Banker
,,,,,8.93,Marketing (Advanced),1,,PMP,,,,,,,,,,Investment Banker
,,,,,10.0,Financial Markets,0,,React,,,,,,,,,,Chartered Accountant
,,,,,7.06,Metallurgical Engineering,0,,Scrum Master,,,,,,,,,,Process Engineer
,,,,,6.9,Journalism & Mass Communication,0,,AutoCAD,,,,,,,,,,Art Director
,,,,,8.26,Graphic Design,1,,React,,,,,,,,,,Product Designer
,,,,,7.54,Biotechnology (Masters),1,,React,,,,,,,,,,Senior Data Scientist
,,,,,6.24,Electronics & Communication Engineering,1,,Java,,,,,,,,,,Maintenance Engineer
,,,,,7.03,Business Analytics (Advanced),0,,Google Analytics,,,,,,,,,,HR Director
,,,,,7.76,Financial Markets,1,,,,,,,,,,,,Financial Auditor
,,,,,7.53,Physics,0,,Google Analytics,,,,,,,,,,Lab Technician
,,,,,7.17,Geography,0,,CFA,,,,,,,,,,Policy Analyst
,,,,,7.15,AI & Machine Learning,1,,CPA,,,,,,,,,,Full Stack Developer
,,,,,6.06,Computer Science Engineering (Masters),1,,React,,,,,,,,,,Robotics System Architect
,,,,,7.09,International Business (Advanced),0,,Scrum Master,,,,,,,,,,HR Director
,,,,,6.28,Psychology,0,,AWS,,,,,,,,,,Social Worker
,,,,,8.04,Computer Science Engineering,2,,Python,,,,,,,,,,software Developer
,,,,,7.33,Artificial Intelligence (Masters),0,,Google Analytics,,,,,,,,,,VLSI Architect
,,,,,7.08,Thermal Engineering,1,,CFA,,,,,,,,,,VLSI Architect
,,,,,8.29,Electronics & Communication Engineering,1,,Python,,,,,,,,,,Embedded Systems Engineer
,,,,,9.27,Artificial Intelligence,0,,AutoCAD,,,,,,,,,,Software Developer
,,,,,9.39,Nutrition & Dietetics,0,,React,,,,,,,,,,Clinical Research Associate
,,,,,7.29,Tamil,1,,CFA,,,,,,,,,,Policy Analyst
,,,,,7.56,Fine Arts,0,,Photoshop,,,,,,,,,,Public Relations Officer
,,,,,7.91,Physics,1,,Photoshop,,,,,,,,,,Lab Technician
,,,,,7.23,Mining Engineering,1,,AutoCAD,,,,,,,,,,Process Engineer
,,,,,8.94,Agriculture Engineering,2,,PMP,,,,,,,,,,Robotics Engineer
,,,,,7.96,Chemical Engineering,1,,CFA,,,,,,,,,,Structural Engineer
,,,,,7.09,Thermal Engineering,0,,CFA,,,,,,,,,,VLSI Architect
,,,,,6.44,Geography,0,,Python,,,,,,,,,,Social Worker
,,,,,8.17,Hospitality & Tourism (Advanced),1,,C++,,,,,,,,,,Hospital Administrator
,,,,,6.38,Agriculture (M.Sc),2,,,,,,,,,,,,Statistician
,,,,,7.01,VLSI,0,,Scrum Master,,,,,,,,,,VLSI Architect
,,,,,7.87,Biotechnology,1,,Scrum Master,,,,,,,,,,Microbiologist
,,,,,7.43,Biotechnology (M.Sc),1,,PMP,,,,,,,,,,Clinical Psychologist
,,,,,8.36,Mathematics (M.Sc),1,,C++,,,,,,,,,,Data Engineer
,,,,,8.41,Human Resource (Advanced),1,,Google Analytics,,,,,,,,,,Product Manager
,,,,,9.13,VLSI,2,,React,,,,,,,,,,R&D Engineer
,,,,,9.3,Aviation Management,1,,Scrum Master,,,,,,,,,,Hotel Manager
,,,,,6.81,Environmental Engineering,0,,C++,,,,,,,,,,Automotive Design Engineer
,,,,,9.92,Biomedical Engineering,0,,Photoshop,,,,,,,,,,Robotics Engineer
,,,,,6.21,Business Analytics (Advanced),0,,Scrum Master,,,,,,,,,,Business Development Manager
,,,,,8.93,International Business,2,,Photoshop,,,,,,,,,,Chartered Accountant
,,,,,7.48,Economics,1,,C++,,,,,,,,,,Policy Analyst
,,,,,8.73,Power Systems,0,,Photoshop,,,,,,,,,,R&D Engineer
S298,23.0,Female,3.8,1520.0,9.25,Computer Science,3,8.0,3,9.0,8.0,4.0,106000.0,9.0,2.0,Mid,6.0,No,
,,,,,8.64,Information Technology,1,,Java,,,,,,,,,,Software Developer
,,,,,9.7,Entrepreneurship,0,,AWS,,,,,,,,,,Business Analyst
,,,,,8.07,Hindi,1,,,,,,,,,,,,Psychologist
,,,,,8.87,Operations Management (Advanced),0,,Python,,,,,,,,,,Investment Banker
,,,,,6.31,Environmental Science (M.Sc),0,,PMP,,,,,,,,,,Statistician
,,,,,8.89,Robotics,0,,Python,,,,,,,,,,R&D Engineer
,,,,,6.09,Taxation,1,,Photoshop,,,,,,,,,,Bank Officer
,,,,,7.79,Mechanical Design,1,,React,,,,,,,,,,Senior Data Scientist
,,,,,6.13,Information Technology (M.Sc),0,,AutoCAD,,,,,,,,,,Statistician
,,,,,6.11,Education,0,,,,,,,,,,,,Social Worker
,,,,,6.34,Artificial Intelligence (M.Sc),0,,CFA,,,,,,,,,,Statistician
,,,,,7.99,Production Engineering,1,,AutoCAD,,,,,,,,,,Structural Engineer
,,,,,8.92,Food Science & Nutrition,2,,Scrum Master,,,,,,,,,,Senior Researcher
,,,,,8.14,Fashion Design,0,,PMP,,,,,,,,,,Product Designer
,,,,,7.43,Hospitality & Tourism (Advanced),2,,C++,,,,,,,,,,Portfolio Manager
,,,,,6.34,Political Science,2,,Scrum Master,,,,,,,,,,Social Worker
,,,,,6.94,Petroleum Engineering,0,,AutoCAD,,,,,,,,,,Automotive Design Engineer
,,,,,7.95,Environmental Science,0,,CPA,,,,,,,,,,Microbiologist
,,,,,6.59,Digital Marketing (Advanced),0,,Photoshop,,,,,,,,,,HR Director
,,,,,9.11,Power Systems,1,,CFA,,,,,,,,,,R&D Engineer
,,,,,8.11,Aerospace Engineering,2,,Photoshop,,,,,,,,,,Biomedical Engineer
,,,,,7.77,Retail Management (Advanced),2,,Google Analytics,,,,,,,,,,Hospital Administrator
,,,,,9.42,Food Science & Nutrition,1,,Google Analytics,,,,,,,,,,Senior Researcher
,,,,,9.95,Data Science (M.Sc),0,,CFA,,,,,,,,,,Senior Researcher
S310,25.0,Female,3.5,1320.0,8.25,Business,2,6.0,2,7.0,6.0,2.0,68000.0,7.0,4.0,Mid,7.0,No,
,,,,,6.26,Electrical Engineering,2,,Google Analytics,,,,,,,,,,Maintenance Engineer
,,,,,6.62,Psychology (M.Sc),1,,C++,,,,,,,,,,Clinical Psychologist
,,,,,8.29,Computer Science Engineering,2,,,,,,,,,,,,software Developer
S254,21.0,Female,3.7,1440.0,8.75,Marketing,3,7.0,3,8.0,7.0,3.0,72000.0,8.0,3.0,Mid,7.0,No,
,,,,,9.84,Psychology,2,,CFA,,,,,,,,,,Content Writer
,,,,,6.91,AI & Data Science,0,,React,,,,,,,,,,Full Stack Developer
,,,,,8.88,IT Management,2,,,,,,,,,,,,Investment Banker
,,,,,9.97,Statistics,2,,CFA,,,,,,,,,,Software Developer
,,,,,6.68,UI/UX Design,2,,AWS,,,,,,,,,,Fashion Stylist
,,,,,7.0,Business Analytics,0,,C++,,,,,,,,,,HR Generalist
,,,,,6.75,English,2,,CFA,,,,,,,,,,Policy Analyst
,,,,,9.38,Aviation Management,1,,CPA,,,,,,,,,,Hotel Manager
,,,,,9.63,Microbiology,1,,CFA,,,,,,,,,,Clinical Research Associate
,,,,,6.38,International Business,2,,Photoshop,,,,,,,,,,Bank Officer
,,,,,7.88,Performing Arts,2,,CPA,,,,,,,,,,Public Relations Officer
,,,,,8.07,Healthcare Management,0,,,,,,,,,,,,Retail Store Manager
,,,,,7.62,Machine Learning,0,,Java,,,,,,,,,,Senior Data Scientist
,,,,,8.13,Business Analytics,1,,Google Analytics,,,,,,,,,,Marketing Executive
,,,,,9.61,Human Resource (Advanced),0,,CFA,,,,,,,,,,Investment Banker
,,,,,8.61,Forensic Science,1,,,,,,,,,,,,Software Developer
S103,23.0,Male,3.4,1260.0,7.75,Psychology,1,4.0,1,6.0,5.0,1.0,56000.0,6.0,5.0,Entry,8.0,No,
,,,,,9.66,Human Resource Management,1,,Python,,,,,,,,,,Business Analyst
,,,,,6.6,Petroleum Engineering,0,,Photoshop,,,,,,,,,,Automotive Design Engineer
,,,,,9.69,Agri-Business Management,1,,,,,,,,,,,,Supply Chain Manager
,,,,,9.56,Agri-Business Management,0,,AWS,,,,,,,,,,Supply Chain Manager
,,,,,7.23,Physics,0,,Python,,,,,,,,,,Data Analyst
,,,,,9.24,Communication Design,1,,Six Sigma,,,,,,,,,,UI/UX Designer
,,,,,8.85,Data Science (Masters),1,,AWS,,,,,,,,,,R&D Engineer
,,,,,8.09,Animation & Multimedia,0,,PMP,,,,,,,,,,Product Designer
,,,,,7.29,Computer Science,2,,AutoCAD,,,,,,,,,,Data Analyst
,,,,,8.68,Psychology,2,,AutoCAD,,,,,,,,,,Clinical Research Associate
,,,,,8.68,VLSI,2,,,,,,,,,,,,R&D Engineer
,,,,,6.73,Forensic Science (M.Sc),2,,Python,,,,,,,,,,Clinical Psychologist
,,,,,6.38,Communication Design,0,,Scrum Master,,,,,,,,,,Interior Architect
,,,,,8.11,Communication Design,0,,,,,,,,,,,,Product Designer
,,,,,7.43,Electronics,1,,Google Analytics,,,,,,,,,,Data Analyst
,,,,,9.67,Textile Design,1,,PMP,,,,,,,,,,UI/UX Designer
,,,,,7.82,Cybersecurity,1,,Six Sigma,,,,,,,,,,Data Scientist
,,,,,9.68,Business Analytics,1,,Photoshop,,,,,,,,,,Business Analyst
,,,,,8.22,Healthcare Management,1,,Six Sigma,,,,,,,,,,Retail Store Manager
,,,,,7.85,Statistics,0,,C++,,,,,,,,,,Lab Technician
,,,,,7.41,Electrical Engineering,2,,Google Analytics,,,,,,,,,,Control Systems Engineer
,,,,,7.56,Information Technology,2,,CFA,,,,,,,,,,Data Scientist
,,,,,8.44,Information Technology (Masters),2,,Photoshop,,,,,,,,,,Senior Data Scientist
,,,,,9.49,Environmental Science (M.Sc),1,,React,,,,,,,,,,Senior Researcher
,,,,,8.64,Business Analytics (Advanced),0,,C++,,,,,,,,,,Investment Banker
,,,,,8.49,Aeronautical Engineering,0,,Google Analytics,,,,,,,,,,Biomedical Engineer
,,,,,8.31,Product Design,2,,CFA,,,,,,,,,,Product Designer
,,,,,7.78,Manufacturing Engineering,1,,CFA,,,,,,,,,,Senior Data Scientist
,,,,,6.1,International Business (Advanced),0,,AWS,,,,,,,,,,Business Development Manager
,,,,,7.09,Taxation,0,,CFA,,,,,,,,,,Tax Consultant
S178,23.0,Female,3.6,1340.0,8.5,Marketing,2,5.0,2,7.0,6.0,2.0,76000.0,7.0,3.0,Mid,6.0,No,
,,,,,7.28,Computer Science Engineering,2,,AWS,,,,,,,,,,Full Stack Developer
,,,,,9.0,Manufacturing Engineering,0,,Six Sigma,,,,,,,,,,R&D Engineer
,,,,,8.64,Game Design,0,,Photoshop,,,,,,,,,,UI/UX Designer
,,,,,8.03,Mathematics (M.Sc),1,,Google Analytics,,,,,,,,,,Data Engineer
,,,,,6.63,Agriculture (M.Sc),0,,C++,,,,,,,,,,Clinical Psychologist
,,,,,7.99,Mathematics,0,,C++,,,,,,,,,,Lab Technician
,,,,,9.19,Biomedical Engineering,1,,AutoCAD,,,,,,,,,,Robotics Engineer
,,,,,7.78,Data Science,0,,AutoCAD,,,,,,,,,,Data Scientist
,,,,,7.26,Information Technology,2,,PMP,,,,,,,,,,Data Analyst
,,,,,6.69,Economics,2,,Photoshop,,,,,,,,,,Tax Consultant
,,,,,6.27,Digital Marketing (Advanced),0,,C++,,,,,,,,,,Business Development Manager
,,,,,6.13,Finance (Advanced),2,,C++,,,,,,,,,,Business Development Manager
,,,,,8.01,Computer Science Engineering,2,,Google Analytics,,,,,,,,,,Data Scientist
,,,,,7.17,Data Science,1,,AWS,,,,,,,,,,Full Stack Developer
,,,,,7.23,Artificial Intelligence (Masters),0,,React,,,,,,,,,,VLSI Architect
,,,,,7.06,Operations Management (Advanced),0,,,,,,,,,,,,HR Director
,,,,,9.39,Information Technology (Masters),0,,CPA,,,,,,,,,,R&D Engineer
,,,,,7.29,Data Science (M.Sc),0,,Photoshop,,,,,,,,,,Clinical Psychologist
,,,,,6.25,Political Science,0,,Java,,,,,,,,,,Social Worker
,,,,,8.7,Marine Engineering,1,,Scrum Master,,,,,,,,,,Robotics Engineer
,,,,,7.92,Business Analytics (Advanced),0,,CPA,,,,,,,,,,Product Manager
,,,,,7.49,Geography,0,,C++,,,,,,,,,,Policy Analyst
,,,,,9.65,Environmental Engineering,0,,Python,,,,,,,,,,Robotics Engineer
,,,,,6.62,Economics,0,,Photoshop,,,,,,,,,,Policy Analyst
,,,,,9.21,Travel & Tourism,2,,AutoCAD,,,,,,,,,,Hotel Manager
,,,,,9.9,Physics,2,,CFA,,,,,,,,,,Software Developer
,,,,,6.05,Operations Management,1,,Scrum Master,,,,,,,,,,Sales Manager
,,,,,6.4,Instrumentation Engineering,1,,PMP,,,,,,,,,,Maintenance Engineer
,,,,,8.7,Marketing,2,,CFA,,,,,,,,,,Business Analyst
,,,,,6.43,IT Management,0,,CPA,,,,,,,,,,Business Development Manager
,,,,,6.18,Machine Learning,0,,PMP,,,,,,,,,,Robotics System Architect
,,,,,6.2,Agriculture (M.Sc),0,,,,,,,,,,,,Statistician
,,,,,6.23,Public Administration,2,,,,,,,,,,,,Media Planner
,,,,,6.44,Agriculture,0,,Python,,,,,,,,,,Registered Nurse
,,,,,6.58,Philosophy,1,,Java,,,,,,,,,,Policy Analyst
,,,,,7.74,Information Technology,2,,Photoshop,,,,,,,,,,Lab Technician
,,,,,8.62,Banking & Insurance,2,,AWS,,,,,,,,,,Chartered Accountant
S154,21.0,Female,3.4,1260.0,7.75,Psychology,1,4.0,1,6.0,5.0,1.0,56000.0,6.0,5.0,Entry,8.0,No,
,,,,,6.38,Computer Science,0,,Six Sigma,,,,,,,,,,Forensic Expert
,,,,,6.68,Artificial Intelligence (Masters),2,,Java,,,,,,,,,,VLSI Architect
,,,,,9.86,Artificial Intelligence (Masters),0,,Java,,,,,,,,,,R&D Engineer
,,,,,6.89,Information Technology (M.Sc),0,,C++,,,,,,,,,,Clinical Psychologist
,,,,,7.68,Thermal Engineering,2,,Photoshop,,,,,,,,,,Senior Data Scientist
,,,,,8.9,Biomedical Engineering,0,,C++,,,,,,,,,,Robotics Engineer
,,,,,7.92,Healthcare Management (Advanced),1,,CPA,,,,,,,,,,Hospital Administrator
,,,,,9.69,Forensic Science,0,,CFA,,,,,,,,,,Software Developer
,,,,,7.24,Banking & Insurance,2,,Six Sigma,,,,,,,,,,Tax Consultant
,,,,,6.64,Instrumentation Engineering,1,,Java,,,,,,,,,,Control Systems Engineer
S116,22.0,Female,3.6,1380.0,8.75,Business,3,7.0,3,8.0,7.0,3.0,90000.0,8.0,2.0,Mid,7.0,No,
,,,,,6.42,Chemistry,2,,React,,,,,,,,,,Forensic Expert
,,,,,8.86,Forensic Science,2,,React,,,,,,,,,,Software Developer
,,,,,8.88,Logistics & Supply Chain (Advanced),2,,React,,,,,,,,,,Supply Chain Manager
,,,,,8.89,Entrepreneurship (Advanced),0,,AutoCAD,,,,,,,,,,Investment Banker
,,,,,8.29,Journalism & Mass Communication,2,,AutoCAD,,,,,,,,,,Public Relations Officer
,,,,,8.18,Information Technology (Masters),1,,PMP,,,,,,,,,,Senior Data Scientist
,,,,,8.45,Banking & Insurance,0,,C++,,,,,,,,,,Financial Auditor
,,,,,7.34,Power Systems,1,,AWS,,,,,,,,,,VLSI Architect
,,,,,6.64,Animation & Multimedia,1,,React,,,,,,,,,,Fashion Stylist
,,,,,7.17,Cybersecurity,1,,Photoshop,,,,,,,,,,Full Stack Developer
,,,,,8.64,Fashion Design,1,,Python,,,,,,,,,,Clinical Research Associate
,,,,,6.31,Civil Engineering,1,,CPA,,,,,,,,,,Site Supervisor
,,,,,9.23,Nutrition & Dietetics,0,,CFA,,,,,,,,,,Clinical Research Associate
,,,,,8.45,Psychology,0,,C++,,,,,,,,,,Microbiologist
,,,,,9.77,Food Science & Nutrition,1,,Python,,,,,,,,,,Senior Researcher
,,,,,7.17,Hospitality Management,2,,AutoCAD,,,,,,,,,,Aviation Operations Manager
,,,,,6.9,Mechatronics Engineering,1,,,,,,,,,,,,Automotive Design Engineer
,,,,,9.84,Mathematics (M.Sc),0,,Photoshop,,,,,,,,,,Senior Researcher
,,,,,6.88,Data Science,0,,Scrum Master,,,,,,,,,,Full Stack Developer
S284,21.0,Female,3.4,1260.0,7.75,Psychology,1,4.0,1,6.0,5.0,1.0,56000.0,6.0,5.0,Entry,8.0,No,
,,,,,9.52,Automobile Engineering,0,,CFA,,,,,,,,,,Robotics Engineer
,,,,,6.23,Agri-Business Management,0,,Google Analytics,,,,,,,,,,Agri-Business Manager
,,,,,9.95,History,0,,Six Sigma,,,,,,,,,,Content Writer
,,,,,6.67,Power Systems,1,,Photoshop,,,,,,,,,,VLSI Architect
,,,,,7.63,Mining Engineering,1,,CFA,,,,,,,,,,Structural Engineer
,,,,,7.37,Hospitality & Tourism (Advanced),1,,C++,,,,,,,,,,Portfolio Manager
,,,,,6.31,Product Design,1,,CFA,,,,,,,,,,Interior Architect
,,,,,8.54,Corporate Secretaryship,0,,Java,,,,,,,,,,Chartered Accountant
,,,,,7.36,IT Management,1,,Python,,,,,,,,,,HR Director
,,,,,8.44,Banking & Financial Services,1,,C++,,,,,,,,,,Hospital Administrator
,,,,,6.3,Information Technology,2,,Java,,,,,,,,,,Forensic Expert
,,,,,9.94,International Business (Advanced),0,,AutoCAD,,,,,,,,,,Investment Banker
,,,,,8.76,Physics (M.Sc),2,,Six Sigma,,,,,,,,,,Senior Researcher
,,,,,9.47,Data Science,0,,Photoshop,,,,,,,,,,Software Developer
,,,,,7.84,Banking & Insurance,0,,AutoCAD,,,,,,,,,,Retail Store Manager
,,,,,9.58,Agriculture,0,,,,,,,,,,,,Clinical Research Associate
S345,25.0,Male,3.9,1580.0,9.5,Medicine,4,9.0,5,10.0,9.0,5.0,146000.0,10.0,1.0,Senior,5.0,No,
,,,,,6.55,Marketing,0,,Python,,,,,,,,,,HR Generalist
,,,,,6.55,Environmental Engineering,1,,,,,,,,,,,,Automotive Design Engineer
,,,,,8.21,Economics,2,,AWS,,,,,,,,,,Financial Auditor
,,,,,6.14,Cybersecurity (Masters),2,,CFA,,,,,,,,,,Robotics System Architect
,,,,,6.61,Mathematics (M.Sc),2,,Scrum Master,,,,,,,,,,Clinical Psychologist
,,,,,9.39,Information Technology,1,,CFA,,,,,,,,,,Software Developer
,,,,,7.42,Chemistry,2,,CFA,,,,,,,,,,Data Analyst
,,,,,8.73,Fine Arts,1,,Scrum Master,,,,,,,,,,Journalist
,,,,,9.34,Manufacturing Engineering,2,,AutoCAD,,,,,,,,,,R&D Engineer
,,,,,7.44,Graphic Design,0,,AutoCAD,,,,,,,,,,Fashion Stylist
,,,,,8.18,Product Design,2,,C++,,,,,,,,,,Product Designer
,,,,,9.14,Electronics (M.Sc),2,,CFA,,,,,,,,,,Senior Researcher
,,,,,6.87,Microbiology,2,,Photoshop,,,,,,,,,,Dietician
,,,,,8.09,Hospitality & Tourism (Advanced),1,,CPA,,,,,,,,,,Hospital Administrator
,,,,,7.88,Graphic Design,0,,C++,,,,,,,,,,Product Designer
,,,,,9.78,Logistics & Supply Chain,2,,CFA,,,,,,,,,,Business Analyst
,,,,,7.36,Biotechnology (M.Sc),1,,PMP,,,,,,,,,,Clinical Psychologist
,,,,,6.48,Animation & Multimedia,0,,Photoshop,,,,,,,,,,Interior Architect
,,,,,6.13,Animation & Multimedia,2,,Scrum Master,,,,,,,,,,Interior Architect
,,,,,7.23,UI/UX Design,2,,React,,,,,,,,,,Fashion Stylist
,,,,,9.7,Computer Science Engineering (Masters),0,,Google Analytics,,,,,,,,,,R&D Engineer
,,,,,7.37,Automobile Engineering,0,,Google Analytics,,,,,,,,,,Automotive Design Engineer
,,,,,8.94,Structural Engineering,1,,Java,,,,,,,,,,R&D Engineer
,,,,,6.11,Interior Design,1,,,,,,,,,,,,Interior Architect
